Village_Name,Gram_Panchayat,Tehsil,District,State,Water_Scarcity_Index,Groundwater_Level,Soil_Moisture_Index,Rainfall_Category,Drought_Prone,Flood_Prone,Forest_Cover_percent,Forest_Density,NTFP_Potential_Index,Soil_Erosion_Risk,Land_Slope_Degree,Elevation_m,Distance_Road_km,Distance_Market_km,Distance_Town_km,Terrain_Difficulty,Tap_Water_Coverage_percent,FHTC_percent,Primary_Drinking_Source,Sanitation_Coverage_percent,Electricity_Coverage_percent,Hours_Electricity_per_Day,Road_Connectivity_Status,PMGSY_Road_Completed,Distance_Primary_School_km,Distance_Secondary_School_km,School_in_Village,Literacy_Rate_percent,Female_Literacy_Rate_percent,Distance_Health_Subcenter_km,Distance_PHC_km,Immunization_Rate_percent,Total_Households,Total_Population,ST_Population_percent,PVTG_Flag,Female_Headed_HH_percent,Landless_HH_percent,Migration_Rate_percent,Wage_Labour_Dependence_percent,Agriculture_Dependence_percent,NTFP_Dependence_percent,Avg_Agricultural_Productivity,Rural_Poverty_Rate_percent,Unemployment_Rate_percent,SHG_Presence,Number_of_SHGs,PMAY_Completed_Houses_percent,Kutcha_Houses_percent,JJM_Coverage_percent,JJM_Projects_in_Progress,MGNREGA_Persondays_Last_Year,MGNREGA_Assets_Created_Count,SHG_Count,Village_Covered_under_NRLM,DAJGUA_Completed_Count,DAJGUA_Status,Climate_Vulnerability_Score,Disaster_History_Score,Forest_Fire_Incidents_5yrs,Malnutrition_Risk_Index,Water_Quality_Risk
Village_531,GP Pushparajgarh,Pati,Alirajpur,Telangana,74.75,Medium,21.39,High,No,No,51.34,Dense,99.11,High,1.85,114.48,3.07,29.68,10.26,Moderate,9.45,27.53,Spring,47.36,78.48,23.84,Good,No,2.55,8.86,Yes,40.65,12.13,12.88,9.6,61.84,155,8284,94.06,No,4.16,64.28,21.72,56.16,88.05,52.43,Medium,20.45,5.48,Yes,0,49.07,17.96,37.7,3,33866,4,17,Yes,11,Completed,54.65,11.32,12,41.48,High
Village_532,GP Bajag,Bajag,Jhabua,Odisha,18.05,Deep,99.91,Low,Yes,Yes,73.12,Dense,89.08,High,3.07,1358.76,10.59,20.16,46.0,Difficult,59.83,40.67,None,62.37,32.13,23.97,Poor,No,6.89,19.5,Yes,61.03,50.45,10.47,13.08,84.89,317,14058,88.88,No,4.38,48.92,18.46,24.47,99.59,86.56,Medium,52.37,27.9,Yes,41,29.72,1.28,85.58,0,32501,44,3,Yes,19,Not Started,83.74,44.9,9,30.81,Medium
Village_533,GP Ghughri,Ghughri,Sheopur,Jharkhand,83.78,Medium,55.7,Medium,No,No,47.59,Open,68.74,Low,16.66,1389.9,11.81,27.82,36.41,Moderate,50.28,49.84,Spring,23.07,30.27,22.61,Poor,Yes,6.61,19.57,Yes,58.9,41.49,15.18,28.69,58.74,732,7590,46.5,No,10.1,20.1,12.3,10.86,69.9,42.03,High,3.52,9.01,No,6,87.17,36.94,51.6,1,13182,24,49,No,4,Completed,43.1,57.87,15,56.93,Medium
Village_534,GP Jobat,Bajag,Alirajpur,Telangana,90.02,Shallow,57.43,Medium,No,Yes,47.2,Open,31.09,High,17.68,856.48,24.4,34.89,19.65,Easy,63.85,30.6,None,39.23,61.61,20.66,Poor,No,1.95,4.22,Yes,28.65,48.0,17.82,12.87,59.85,704,4516,69.29,No,35.09,64.07,8.87,73.33,74.76,52.87,Low,17.72,29.89,Yes,15,74.78,49.17,17.97,1,17672,19,34,No,13,In Progress,17.67,16.07,13,5.23,High
Village_535,GP Pushparajgarh,Jobat,Mandla,Madhya Pradesh,20.82,Medium,88.86,Low,No,No,17.28,Moderate,19.69,Low,21.44,1040.77,12.06,22.47,50.64,Easy,63.64,49.75,Tap,20.99,52.25,16.43,Moderate,Yes,6.87,1.0,No,43.9,32.41,1.94,10.24,65.7,106,10983,38.58,Yes,26.27,67.26,21.39,99.36,11.13,87.8,Medium,38.26,32.35,No,49,64.95,27.33,96.52,1,21060,47,47,Yes,0,In Progress,82.46,16.12,7,60.61,Medium
Village_536,GP Ghughri,Bajag,Umaria,Jharkhand,96.59,Shallow,64.36,Medium,No,No,19.02,Dense,61.21,Low,20.41,1431.57,23.21,26.56,21.94,Easy,61.99,80.6,Tap,63.27,46.44,19.32,Moderate,Yes,9.95,3.87,Yes,49.32,52.97,9.84,23.28,48.17,812,13973,33.67,No,4.23,37.8,2.5,0.58,53.0,56.87,Low,37.63,27.86,Yes,48,33.12,30.78,91.53,1,3376,73,38,No,6,Not Started,20.69,33.76,15,54.58,Low
Village_537,GP Pati,Jobat,Jhabua,Odisha,60.11,Deep,88.55,Low,No,Yes,43.63,Dense,44.79,Medium,21.95,76.94,5.73,34.16,23.7,Difficult,28.84,39.59,Handpump,60.85,70.31,7.1,Poor,Yes,0.85,11.28,Yes,69.47,41.69,4.93,24.94,33.15,299,3767,20.1,Yes,17.49,50.38,17.36,82.86,63.91,10.26,Low,0.93,29.47,Yes,3,10.93,34.43,3.34,8,31792,61,7,Yes,9,Completed,91.81,22.41,0,86.28,Low
Village_538,GP Pushparajgarh,Ghughri,Umaria,Odisha,19.37,Medium,28.23,High,Yes,No,30.32,Moderate,97.52,High,4.52,1129.77,19.33,10.25,27.54,Moderate,81.8,79.71,None,66.23,79.23,20.25,Moderate,No,5.18,6.82,No,27.98,13.85,14.19,27.59,70.34,338,11953,73.16,Yes,18.17,46.69,25.23,92.35,0.75,98.84,Medium,16.83,22.63,Yes,3,66.43,59.74,61.9,7,10823,51,4,No,1,Completed,18.34,59.09,4,49.11,Medium
Village_539,GP Jobat,Pali,Mandla,Telangana,23.68,Shallow,82.78,Low,Yes,Yes,19.41,Dense,20.83,High,4.41,1177.66,13.98,13.14,31.79,Moderate,17.08,96.11,None,42.87,71.55,22.67,Moderate,Yes,0.27,10.85,Yes,62.96,36.03,13.43,1.9,64.72,402,13102,46.02,Yes,0.24,39.74,17.55,92.66,67.65,96.72,Medium,50.16,38.95,No,54,85.18,40.15,78.2,6,11074,25,6,No,19,Not Started,81.74,84.06,4,13.28,Low
Village_540,GP Niwas,Bajag,Mandla,Chhattisgarh,1.35,Shallow,16.94,Low,Yes,No,46.66,Dense,39.89,High,32.61,1189.48,17.9,39.77,22.6,Difficult,23.64,7.76,None,73.29,16.86,11.39,Moderate,Yes,4.45,12.52,Yes,62.3,17.2,2.63,13.27,33.2,721,3013,69.88,No,14.4,11.8,1.65,29.06,49.49,36.0,Low,12.9,19.74,Yes,56,59.98,54.74,9.0,4,29270,23,24,No,12,Not Started,38.4,65.69,10,32.23,Low
Village_541,GP Pushparajgarh,Bajag,Jhabua,Odisha,35.7,Shallow,8.57,Medium,Yes,Yes,1.68,Dense,20.5,Medium,16.46,855.91,11.64,39.82,59.9,Difficult,66.6,5.46,None,4.68,8.01,12.81,Good,No,5.32,3.67,No,69.28,77.72,19.72,20.42,40.83,681,8671,24.8,No,34.12,6.23,14.45,27.56,82.53,68.51,High,23.99,35.65,No,26,73.59,11.35,15.13,1,5910,12,48,No,6,In Progress,24.09,32.95,18,54.43,Medium
Village_542,GP Pati,Pali,Anuppur,Madhya Pradesh,28.04,Medium,16.25,High,Yes,Yes,15.21,Dense,94.93,Medium,11.16,1261.54,15.06,6.65,50.99,Easy,70.22,23.21,Spring,29.21,64.55,15.28,Poor,No,9.73,13.82,Yes,87.15,60.46,19.5,2.24,44.25,761,7681,65.69,No,27.4,17.82,14.25,89.07,24.79,33.3,Low,43.84,21.53,Yes,6,94.01,33.19,47.38,6,31784,39,28,Yes,9,Not Started,58.97,90.62,6,56.98,High
Village_543,GP Pushparajgarh,Jobat,Jhabua,Chhattisgarh,46.28,Deep,84.97,Low,No,No,31.22,Dense,15.64,Medium,5.22,1348.68,21.13,11.83,4.5,Easy,83.98,99.17,Tap,44.07,30.79,14.62,Moderate,No,4.91,8.83,No,58.28,43.83,17.09,5.64,86.86,829,8136,48.53,Yes,39.02,50.85,21.52,19.2,22.25,73.02,Low,46.67,30.68,Yes,48,27.96,38.7,66.91,0,36366,46,23,Yes,2,Completed,83.45,86.91,6,23.2,Low
Village_544,GP Bajag,Bajag,Alirajpur,Telangana,87.22,Deep,22.56,Medium,Yes,No,67.77,Moderate,14.53,Medium,14.9,460.07,19.88,9.56,4.83,Easy,43.3,21.1,Spring,23.38,11.45,16.77,Good,No,4.2,4.21,No,26.95,76.35,17.36,15.0,85.76,259,7993,46.09,No,15.3,1.63,26.72,61.99,53.59,9.52,Medium,4.13,13.61,No,30,37.03,33.56,38.17,2,34980,39,30,No,5,Not Started,10.62,3.61,4,77.46,Medium
Village_545,GP Bajag,Niwas,Anuppur,Chhattisgarh,92.41,Deep,56.44,High,Yes,Yes,62.15,Moderate,25.38,Low,6.9,243.36,19.39,28.78,57.13,Difficult,84.67,9.06,Handpump,78.2,11.75,8.39,Poor,No,7.61,9.9,No,80.68,84.09,8.7,8.67,40.61,701,12176,0.88,Yes,24.46,9.11,7.88,4.65,37.42,67.65,Low,31.27,18.5,Yes,52,57.85,54.76,75.55,4,35359,51,28,No,7,Completed,13.57,30.36,17,65.35,High
Village_546,GP Jobat,Jobat,Barwani,Jharkhand,83.64,Shallow,94.39,High,No,No,72.47,Moderate,79.5,Medium,28.36,1356.77,20.17,14.94,6.56,Easy,7.81,38.02,None,27.68,3.07,17.45,Poor,Yes,8.63,3.93,Yes,52.12,63.1,9.96,8.33,37.0,656,6688,98.7,No,13.0,33.56,2.69,54.31,88.25,50.32,Low,49.84,22.45,Yes,3,30.9,10.83,2.92,0,24000,33,29,No,8,Completed,51.5,30.1,0,53.75,Medium
Village_547,GP Pati,Sendhwa,Jhabua,Jharkhand,99.69,Deep,84.94,Medium,No,Yes,31.05,Open,1.31,Low,15.54,630.44,7.61,18.44,54.22,Moderate,27.34,90.07,Handpump,29.59,86.95,15.21,Moderate,Yes,9.41,4.56,No,72.37,78.13,7.35,13.34,65.78,547,11114,93.47,No,10.2,23.48,19.94,60.18,58.62,69.33,High,45.19,22.61,Yes,18,42.36,0.43,48.38,4,18578,65,11,No,4,In Progress,86.45,5.36,14,82.77,High
Village_548,GP Pushparajgarh,Sendhwa,Mandla,Odisha,26.66,Deep,64.96,Medium,No,Yes,9.91,Moderate,81.38,Medium,33.92,269.33,7.16,25.08,41.17,Difficult,32.83,26.2,None,35.24,97.0,12.09,Moderate,No,9.6,2.46,No,29.71,31.62,8.05,17.53,55.71,510,4259,1.24,Yes,30.16,8.36,19.5,12.44,38.15,61.92,High,0.38,15.25,Yes,34,16.38,44.42,93.12,0,4665,53,32,No,14,Completed,22.45,35.3,22,46.39,High
Village_549,GP Jobat,Jobat,Anuppur,Jharkhand,21.08,Shallow,64.92,Medium,No,No,33.13,Dense,76.33,High,29.12,1443.59,16.32,28.66,52.22,Easy,80.4,11.07,Tap,34.23,64.6,0.27,Moderate,Yes,1.73,9.58,Yes,67.02,60.93,12.33,10.26,94.65,349,10082,50.58,No,14.09,3.84,29.01,30.21,99.11,14.04,High,13.81,20.73,Yes,50,2.49,58.43,5.78,6,31916,95,40,Yes,8,Completed,76.5,53.63,19,43.25,Medium
Village_550,GP Pati,Sendhwa,Barwani,Odisha,30.97,Deep,28.47,Medium,Yes,No,57.83,Dense,42.99,High,22.82,621.13,21.06,31.66,46.2,Difficult,40.73,62.63,None,92.35,56.26,18.81,Poor,No,6.96,17.39,Yes,66.59,45.02,18.12,29.19,44.07,994,3592,6.71,No,7.76,49.52,21.27,65.28,38.24,36.25,Low,27.65,13.42,No,36,6.4,39.11,68.76,0,44966,53,37,No,2,In Progress,80.11,49.14,17,79.81,High
Village_551,GP Jobat,Sendhwa,Mandla,Telangana,4.76,Medium,44.67,High,Yes,Yes,77.46,Dense,37.41,Medium,23.0,210.8,12.9,35.43,34.87,Easy,81.19,83.67,Spring,97.94,57.65,22.71,Moderate,No,4.0,16.69,Yes,89.86,73.84,14.32,16.21,86.89,163,12822,11.48,Yes,22.11,22.88,18.09,17.21,93.15,59.77,Low,54.74,38.48,No,30,16.26,19.35,82.62,1,46303,78,39,Yes,12,Completed,72.59,2.33,21,82.42,Medium
Village_552,GP Pushparajgarh,Ghughri,Alirajpur,Telangana,14.36,Medium,44.87,Low,Yes,No,10.19,Dense,47.47,High,34.79,1442.48,22.94,6.53,52.56,Difficult,14.07,97.29,Handpump,16.01,53.47,13.62,Moderate,Yes,0.31,13.22,Yes,36.12,45.64,10.23,5.7,37.08,255,4601,91.28,Yes,33.66,57.61,28.79,65.21,41.6,75.58,Low,20.36,19.77,Yes,19,65.49,50.5,53.38,4,11614,52,44,No,17,Not Started,4.4,6.73,15,83.78,Medium
Village_553,GP Pushparajgarh,Sendhwa,Sheopur,Telangana,42.13,Deep,82.68,Low,Yes,No,52.12,Moderate,16.25,Low,19.84,230.86,11.92,9.42,25.03,Difficult,32.91,72.97,Tap,63.55,66.11,16.74,Good,No,5.45,16.08,No,48.37,55.35,16.82,18.83,64.2,966,6045,84.95,Yes,28.0,0.26,6.99,82.52,86.65,99.29,Low,50.76,4.57,Yes,39,43.03,43.55,14.53,6,41070,98,34,No,10,Not Started,32.2,59.0,4,96.1,High
Village_554,GP Ghughri,Pali,Jhabua,Jharkhand,45.57,Shallow,22.12,Low,No,Yes,17.49,Moderate,49.57,High,23.11,595.27,9.81,10.87,57.91,Moderate,23.56,39.14,None,5.61,86.86,21.62,Moderate,Yes,9.59,3.82,Yes,25.18,39.77,15.78,21.24,46.9,984,7016,49.75,Yes,33.82,43.12,9.56,22.38,70.1,6.34,High,47.94,14.73,No,14,1.48,0.3,75.88,0,18181,73,9,No,12,In Progress,6.28,64.85,21,84.07,Low
Village_555,GP Niwas,Sendhwa,Mandla,Madhya Pradesh,31.38,Shallow,49.82,High,No,No,45.35,Open,99.73,High,5.48,536.41,1.26,31.76,44.57,Moderate,26.2,1.02,Tap,50.64,32.52,3.13,Moderate,No,1.26,15.45,Yes,20.09,77.22,10.94,26.03,56.09,141,5037,74.79,No,26.02,23.81,6.76,16.84,30.62,39.64,Low,69.72,18.8,Yes,25,75.42,15.25,25.42,7,28972,14,22,No,4,Completed,58.64,4.1,24,74.53,Low
Village_556,GP Niwas,Jobat,Jhabua,Jharkhand,59.99,Medium,27.81,High,Yes,Yes,12.34,Moderate,80.02,Low,11.66,220.7,21.66,28.75,19.12,Difficult,31.08,81.2,None,20.73,27.12,21.27,Poor,Yes,3.95,10.18,No,24.58,37.94,8.58,11.82,38.25,132,1650,66.72,Yes,25.96,69.0,9.1,93.84,3.51,72.82,Low,27.29,18.84,Yes,4,66.74,19.8,0.52,8,9646,26,3,No,6,Not Started,54.6,61.72,7,82.69,Low
Village_557,GP Jobat,Jobat,Sheopur,Telangana,21.01,Shallow,21.76,Low,Yes,No,70.11,Open,78.15,Medium,11.58,475.57,2.95,10.35,32.15,Difficult,63.12,22.57,Spring,38.16,38.01,18.84,Moderate,No,0.86,1.79,Yes,80.43,11.03,3.1,10.0,38.8,923,1422,73.62,No,14.56,4.77,6.34,3.24,95.76,70.35,High,46.56,31.98,Yes,2,2.89,24.56,72.09,5,31993,10,44,Yes,19,Completed,16.07,38.53,8,39.24,Low
Village_558,GP Jobat,Jobat,Alirajpur,Chhattisgarh,1.75,Deep,2.04,High,Yes,No,70.66,Dense,70.49,Low,6.76,1223.29,1.15,12.31,6.1,Difficult,3.61,73.62,Tap,0.88,82.81,8.39,Poor,No,3.54,16.62,Yes,42.88,57.55,12.3,13.3,54.91,526,9957,89.81,No,6.46,43.36,1.84,72.61,88.89,60.12,Medium,56.3,28.58,No,37,33.71,10.08,34.11,0,20317,22,10,No,1,In Progress,59.93,23.5,11,36.35,High
Village_559,GP Niwas,Sendhwa,Barwani,Jharkhand,30.93,Medium,92.87,Low,No,No,55.37,Open,62.88,Medium,10.02,1419.28,4.89,16.73,24.84,Moderate,26.97,74.33,None,47.88,17.44,14.8,Moderate,Yes,0.27,6.62,No,50.04,26.77,9.42,26.1,40.6,504,4668,94.79,No,30.68,28.68,28.74,25.87,71.19,11.53,Medium,17.34,6.74,Yes,28,75.51,42.28,37.8,4,1585,73,42,Yes,7,In Progress,64.69,12.96,18,77.59,Low
Village_560,GP Ghughri,Sendhwa,Umaria,Madhya Pradesh,7.81,Shallow,18.62,Medium,No,No,18.74,Dense,69.36,Low,8.19,937.3,19.84,9.64,38.48,Moderate,37.54,29.44,Handpump,60.9,56.31,16.92,Poor,Yes,2.68,6.79,No,57.5,80.55,11.76,15.56,43.24,997,9078,37.1,Yes,34.24,2.21,28.14,96.34,42.31,95.08,Medium,22.85,11.38,No,20,57.94,53.54,50.29,0,5813,49,47,No,9,Completed,45.37,94.76,1,78.72,High
Village_561,GP Pushparajgarh,Pati,Mandla,Jharkhand,13.18,Medium,27.28,Medium,Yes,No,73.72,Open,20.89,Medium,26.92,272.55,15.46,31.34,15.26,Easy,77.5,13.97,None,11.15,98.31,19.0,Moderate,No,4.92,16.64,No,30.54,72.68,17.2,16.22,85.89,568,3795,74.2,Yes,39.67,59.2,18.61,76.17,61.91,38.76,Low,44.31,8.48,Yes,58,98.34,17.07,6.68,1,1288,75,23,Yes,12,Completed,69.29,66.49,13,72.71,High
Village_562,GP Jobat,Jobat,Anuppur,Chhattisgarh,16.17,Shallow,88.45,Medium,Yes,No,58.97,Dense,35.46,Low,5.53,464.93,6.05,20.57,48.87,Easy,27.43,3.44,Spring,87.15,17.68,17.07,Moderate,Yes,2.65,0.5,No,51.56,31.49,12.75,5.66,82.43,528,12632,50.24,No,35.77,49.17,9.26,48.97,17.01,14.13,Low,37.14,14.09,No,59,16.93,15.61,11.08,5,5068,74,48,No,14,Completed,18.8,96.17,8,47.76,High
Village_563,GP Bajag,Niwas,Jhabua,Chhattisgarh,4.88,Medium,29.61,Low,No,No,71.91,Moderate,87.38,Low,23.61,367.24,11.66,2.18,23.24,Easy,92.71,8.28,None,97.08,9.86,6.19,Poor,Yes,7.82,5.62,Yes,37.86,61.6,10.8,18.88,36.49,995,11408,48.4,No,32.99,43.98,4.61,77.05,83.09,32.55,Low,65.82,23.7,No,39,33.92,42.19,24.34,6,43947,43,30,Yes,2,In Progress,40.43,55.92,3,37.34,Medium
Village_564,GP Bajag,Pati,Umaria,Odisha,7.67,Medium,7.02,Low,Yes,No,34.79,Dense,49.01,Medium,3.01,247.49,23.37,22.17,42.34,Moderate,52.02,61.17,Handpump,56.81,93.28,10.61,Moderate,No,9.88,15.82,No,87.05,35.83,5.91,18.13,57.52,84,9886,2.13,No,30.81,6.45,13.17,55.75,0.77,7.61,Medium,30.89,22.21,Yes,6,10.22,3.66,36.46,3,1070,83,18,No,12,In Progress,1.19,72.06,21,73.88,Medium
Village_565,GP Pushparajgarh,Bajag,Sheopur,Telangana,87.85,Shallow,22.42,Medium,No,Yes,34.5,Open,6.7,High,17.13,1139.73,12.16,2.21,54.51,Difficult,22.57,97.77,None,63.44,35.83,3.97,Moderate,Yes,5.13,19.45,No,24.01,43.35,13.84,2.06,83.54,797,5791,81.61,No,11.26,40.77,8.52,72.29,18.74,48.77,Medium,45.47,33.22,No,18,96.49,3.02,11.46,6,43494,38,42,Yes,18,In Progress,76.25,21.05,13,46.11,High
Village_566,GP Jobat,Pali,Sheopur,Madhya Pradesh,77.44,Medium,8.59,High,No,Yes,79.4,Open,70.85,Low,11.4,1197.29,6.75,9.93,19.08,Easy,43.37,3.76,Tap,92.24,3.49,0.14,Moderate,No,6.39,10.52,Yes,68.05,81.81,5.36,23.66,30.04,268,8404,79.74,Yes,0.03,30.42,5.27,35.29,77.47,54.96,High,19.1,4.98,Yes,34,82.67,42.69,95.73,6,19248,15,36,Yes,1,Completed,67.45,99.56,23,33.45,Low
Village_567,GP Niwas,Pati,Jhabua,Odisha,3.62,Shallow,3.93,Medium,No,No,0.62,Dense,42.86,Medium,34.64,1402.01,8.81,9.23,43.26,Moderate,9.43,61.25,Tap,77.34,50.59,6.66,Moderate,Yes,6.72,5.93,No,33.9,17.76,12.0,24.77,59.67,657,3878,12.22,No,1.77,64.76,12.01,25.64,51.33,54.38,High,66.51,12.02,Yes,12,88.44,16.0,55.46,6,9611,41,18,Yes,0,Completed,28.67,84.87,14,76.81,High
Village_568,GP Ghughri,Jobat,Anuppur,Telangana,63.46,Shallow,86.35,Medium,Yes,No,78.76,Dense,52.69,Low,22.63,803.42,22.39,29.51,11.89,Difficult,20.68,22.5,Handpump,29.73,18.89,17.28,Poor,No,6.89,8.22,Yes,89.7,14.59,3.14,22.7,99.09,676,2847,99.4,Yes,10.87,47.24,11.81,83.71,4.21,76.63,Medium,19.09,4.44,No,26,21.9,4.17,7.0,7,14681,41,43,No,9,Completed,36.51,48.92,8,26.79,Low
Village_569,GP Jobat,Niwas,Mandla,Madhya Pradesh,95.8,Deep,39.7,High,No,No,36.28,Open,58.45,Medium,12.47,1153.93,2.42,18.91,33.1,Moderate,50.45,68.88,Tap,44.09,72.25,22.91,Poor,Yes,5.88,3.73,Yes,35.96,29.44,3.69,16.53,71.69,627,5333,20.82,Yes,21.97,27.32,2.09,18.49,48.05,45.69,Medium,42.17,14.81,No,2,22.57,36.54,74.27,7,12346,64,6,Yes,15,Not Started,72.6,3.32,7,42.41,Low
Village_570,GP Bajag,Pati,Umaria,Chhattisgarh,21.33,Shallow,98.87,Low,No,No,61.22,Moderate,43.77,Low,31.88,830.8,17.99,39.67,38.32,Difficult,63.7,58.23,Tap,7.61,0.15,12.04,Poor,Yes,1.36,4.85,Yes,54.57,60.29,18.13,6.77,30.36,871,12924,4.81,No,10.05,49.7,0.93,73.1,95.99,80.31,Low,49.18,20.49,No,10,1.0,58.77,94.66,4,16410,64,14,No,9,In Progress,8.15,38.75,9,32.46,High
Village_571,GP Pati,Pati,Alirajpur,Jharkhand,67.36,Deep,48.55,Medium,Yes,Yes,33.07,Open,21.44,Low,0.72,890.54,17.23,4.47,42.26,Moderate,91.17,13.0,Spring,28.39,35.8,3.57,Good,No,0.78,11.61,Yes,21.12,75.96,11.96,24.87,49.13,304,12411,98.27,Yes,1.83,2.45,0.59,42.83,31.59,40.66,Medium,59.33,39.14,No,22,84.46,55.74,10.2,8,39076,75,49,No,15,In Progress,11.58,87.97,14,38.02,Low
Village_572,GP Niwas,Pati,Barwani,Chhattisgarh,45.77,Shallow,80.75,High,No,Yes,25.9,Moderate,58.12,Low,7.78,1281.43,13.54,14.56,20.56,Moderate,59.5,83.43,Spring,98.78,72.74,19.53,Poor,Yes,4.44,9.54,No,52.74,29.08,18.27,22.49,62.88,957,3030,25.76,No,4.61,8.7,25.66,53.76,36.7,4.15,Low,26.3,1.16,No,15,88.14,44.21,60.76,3,11917,29,27,No,3,Not Started,52.46,98.75,13,37.85,Medium
Village_573,GP Niwas,Sendhwa,Mandla,Chhattisgarh,12.34,Deep,49.93,High,No,Yes,30.74,Moderate,89.65,Medium,26.55,1209.88,8.45,30.86,4.12,Easy,94.91,11.41,Tap,48.72,37.05,5.14,Good,No,1.36,2.87,No,71.74,49.59,12.59,29.36,50.71,374,13212,19.47,No,6.56,41.45,22.66,69.04,93.98,16.28,Medium,1.18,15.08,Yes,12,0.11,58.34,77.5,7,26197,19,35,Yes,6,Completed,78.84,0.76,4,19.12,High
Village_574,GP Ghughri,Bajag,Jhabua,Telangana,98.17,Shallow,6.09,Low,No,No,45.33,Moderate,35.44,Medium,3.09,1017.07,0.62,24.03,16.53,Easy,71.99,2.88,Spring,97.7,37.8,1.92,Good,Yes,9.26,11.05,Yes,42.82,26.27,1.85,19.26,51.38,859,1900,71.53,Yes,25.38,53.97,8.8,46.52,64.76,48.95,High,52.43,24.77,Yes,23,53.13,0.45,40.93,6,35230,99,37,Yes,16,In Progress,66.55,22.8,3,22.36,Low
Village_575,GP Pushparajgarh,Niwas,Umaria,Odisha,81.46,Shallow,66.73,Low,Yes,No,48.56,Dense,83.06,High,29.14,446.63,8.49,31.81,29.83,Difficult,7.18,48.71,Spring,72.53,68.25,14.7,Good,No,8.24,0.19,Yes,35.99,53.71,9.41,4.17,48.41,741,5798,88.84,Yes,32.56,2.37,26.0,34.83,34.09,96.91,Low,27.98,21.81,No,21,26.79,56.0,39.46,7,22316,73,39,No,18,Not Started,30.55,24.84,16,25.75,Medium
Village_576,GP Ghughri,Niwas,Alirajpur,Jharkhand,56.36,Shallow,61.98,High,No,Yes,19.51,Moderate,6.55,Medium,5.96,317.8,13.09,12.2,37.62,Moderate,9.59,75.69,Handpump,74.66,23.39,6.26,Poor,Yes,8.31,5.29,No,31.97,23.1,4.67,7.33,66.28,256,6576,67.7,No,12.35,60.03,5.66,50.04,24.6,14.93,Medium,52.23,22.08,No,18,56.1,44.3,76.79,8,6750,51,48,No,17,Completed,98.35,96.74,9,24.3,Medium
Village_577,GP Pati,Pati,Alirajpur,Jharkhand,77.33,Shallow,16.5,High,No,No,71.48,Dense,32.6,Low,10.87,1070.5,13.79,14.51,2.54,Moderate,84.68,18.31,Tap,14.14,74.9,18.29,Good,Yes,7.47,0.11,Yes,36.72,80.26,18.61,18.03,54.67,481,371,51.64,Yes,15.21,13.5,23.75,92.82,18.41,82.01,Medium,31.87,37.85,No,28,37.68,7.65,42.42,7,17154,30,27,Yes,8,Not Started,88.52,20.44,16,96.6,High
Village_578,GP Bajag,Jobat,Anuppur,Odisha,27.28,Deep,68.12,Low,No,Yes,41.82,Dense,25.17,High,19.57,957.92,2.86,8.94,1.86,Moderate,9.03,31.64,Spring,64.7,40.83,1.11,Good,No,3.45,0.89,Yes,74.56,16.28,0.94,7.58,75.23,840,584,29.34,Yes,33.56,40.65,24.35,6.85,28.5,76.89,Low,29.24,24.94,No,34,27.66,38.69,91.48,2,27188,70,28,Yes,12,Not Started,65.94,44.38,14,38.45,Medium
Village_579,GP Ghughri,Pali,Jhabua,Telangana,46.06,Shallow,87.33,High,No,No,31.19,Moderate,66.82,Low,26.04,388.78,5.73,35.0,7.04,Easy,82.96,84.38,Spring,55.33,52.72,7.76,Good,No,3.88,1.33,Yes,65.99,83.98,16.46,0.77,82.46,857,11731,37.91,Yes,0.99,13.43,17.73,47.8,68.41,65.92,Medium,52.46,18.11,Yes,43,53.21,19.04,92.59,9,31936,88,2,Yes,11,Not Started,39.79,70.64,9,63.38,High
Village_580,GP Bajag,Bajag,Sheopur,Chhattisgarh,75.55,Shallow,9.95,High,No,No,25.03,Moderate,64.71,Low,0.23,297.73,19.48,29.97,22.21,Moderate,19.72,74.93,None,35.34,98.13,13.58,Moderate,Yes,4.31,18.01,No,28.58,62.68,2.14,10.25,31.92,52,6883,17.22,No,38.53,33.55,20.29,9.75,54.22,76.11,Medium,7.91,3.0,Yes,42,88.43,25.13,18.88,0,13364,20,49,Yes,1,In Progress,77.25,20.88,19,30.79,High
Village_581,GP Bajag,Ghughri,Dindori,Odisha,6.78,Deep,97.53,Low,No,Yes,52.44,Dense,8.07,Medium,24.6,68.56,13.63,20.91,49.19,Difficult,14.14,24.73,None,17.61,20.88,20.31,Moderate,No,9.75,17.27,No,22.98,81.4,2.05,28.47,95.51,672,14938,19.44,No,27.3,9.07,19.65,17.92,92.66,87.5,Medium,42.92,4.98,Yes,49,49.12,20.17,41.34,4,28880,75,44,Yes,5,Completed,58.94,14.9,18,48.04,Medium
Village_582,GP Jobat,Pali,Anuppur,Jharkhand,49.55,Medium,54.53,High,Yes,Yes,7.39,Moderate,42.17,Medium,15.65,676.71,22.98,26.14,53.65,Moderate,15.82,84.84,Spring,34.66,71.72,16.63,Moderate,Yes,1.76,17.13,No,62.3,76.09,1.83,22.09,47.77,461,14590,45.19,Yes,23.94,57.89,11.46,25.85,12.53,15.32,Low,38.35,34.4,Yes,46,50.13,40.92,19.05,3,40993,82,20,No,8,Not Started,5.57,8.01,8,6.85,Low
