village,gram_panchayat,tehsil,district,member_list,cfr_boundary_description,cfr_map_attached,khasra_numbers,bordering_villages,frc_formed,gramsabha_meeting_frequency,major_nftps_collected,seasonal_income_forest_percent,forest_condition,fire_incidents_5yrs,water_availability_in_forest,water_supply_coverage,electricity_supply_coverage,road_access_condition
Jhabua Kheda,GP Bajag,Ghughri,Anuppur,Yes,Boundary segment 2100,Yes,Khasra 411,Bhilapur,Yes,Monthly,Mahua,38.22,Degraded,No,Low,Full,Full,Poor
Jhabua Kheda,GP Jobat,Pali,Barwani,No,Boundary segment 2101,No,Khasra 130,Barwani Tola,No,Monthly,Honey,34.02,Moderate,No,Medium,None,Partial,Good
Sheopur Pada,GP Niwas,Pati,Sheopur,No,Boundary segment 2102,Yes,Khasra 332,Dindori Gaon,No,Quarterly,Multiple,44.95,Good,Yes,Low,Full,None,Moderate
Barwani Tola,GP Jobat,Ghughri,Alirajpur,No,Boundary segment 2103,No,Khasra 20,Korku Pada,Yes,Rare,Lac,62.83,Degraded,No,Medium,None,None,Poor
Mandla Pur,GP Bajag,Pali,Jhabua,Yes,Boundary segment 2104,Yes,Khasra 408,Gondwadi,Yes,Quarterly,Multiple,54.73,Moderate,No,High,None,Partial,Moderate
Jhabua Kheda,GP Pati,Bajag,Dindori,No,Boundary segment 2105,Yes,Khasra 490,Mandla Pur,No,Monthly,Tendu Leaves,8.26,Degraded,No,Low,Partial,Full,Poor
Bhilapur,GP Niwas,Pati,Jhabua,Yes,Boundary segment 2106,Yes,Khasra 67,Barwani Tola,No,Quarterly,Mahua,62.8,Good,No,Medium,Full,Partial,Moderate
Bhilapur,GP Pushparajgarh,Sendhwa,Sheopur,No,Boundary segment 2107,Yes,Khasra 23,Dindori Gaon,Yes,Quarterly,Mahua,26.2,Moderate,Yes,Medium,None,Partial,Good
Gondwadi,GP Pushparajgarh,Jobat,Dindori,Yes,Boundary segment 2108,No,Khasra 108,Barwani Tola,No,Monthly,Tendu Leaves,22.62,Degraded,Yes,Low,Partial,Partial,Moderate
Jhabua Kheda,GP Ghughri,Pali,Barwani,Yes,Boundary segment 2109,Yes,Khasra 90,Jhabua Kheda,No,Monthly,Bamboo,42.86,Degraded,Yes,Medium,None,Partial,Poor
Gondwadi,GP Niwas,Pali,Dindori,Yes,Boundary segment 2110,Yes,Khasra 242,Korku Pada,No,Monthly,Lac,29.3,Good,No,Medium,None,None,Good
Sheopur Pada,GP Bajag,Jobat,Sheopur,Yes,Boundary segment 2111,No,Khasra 79,Korku Pada,No,Quarterly,Honey,56.55,Moderate,Yes,Low,None,None,Good
Barwani Tola,GP Pushparajgarh,Jobat,Umaria,Yes,Boundary segment 2112,Yes,Khasra 497,Barwani Tola,No,Monthly,Mahua,70.68,Moderate,No,Medium,Full,None,Poor
Sheopur Pada,GP Pushparajgarh,Sendhwa,Barwani,Yes,Boundary segment 2113,Yes,Khasra 155,Jhabua Kheda,Yes,Rare,Lac,58.25,Moderate,Yes,High,Partial,None,Moderate
Dindori Gaon,GP Bajag,Bajag,Anuppur,Yes,Boundary segment 2114,No,Khasra 76,Dindori Gaon,Yes,Rare,Bamboo,40.7,Degraded,Yes,Low,None,None,Good
Gondwadi,GP Pati,Pali,Dindori,No,Boundary segment 2115,Yes,Khasra 329,Bhilapur,No,Rare,Tendu Leaves,62.71,Good,Yes,Medium,None,None,Poor
Barwani Tola,GP Ghughri,Jobat,Alirajpur,No,Boundary segment 2116,No,Khasra 308,Barwani Tola,Yes,Quarterly,Multiple,59.74,Good,Yes,Low,Partial,Partial,Poor
Dindori Gaon,GP Bajag,Pali,Anuppur,No,Boundary segment 2117,Yes,Khasra 290,Korku Pada,No,Rare,Honey,42.69,Moderate,No,Low,None,Full,Moderate
Bhilapur,GP Ghughri,Jobat,Alirajpur,Yes,Boundary segment 2118,No,Khasra 34,Jhabua Kheda,Yes,Quarterly,Lac,79.43,Degraded,No,Medium,Partial,Full,Moderate
Alirajpur Falia,GP Pati,Bajag,Mandla,Yes,Boundary segment 2119,No,Khasra 281,Dindori Gaon,No,Monthly,Lac,35.27,Degraded,No,High,Full,Partial,Poor
Gondwadi,GP Jobat,Bajag,Barwani,No,Boundary segment 2120,No,Khasra 373,Barwani Tola,Yes,Rare,Tendu Leaves,10.91,Moderate,No,Medium,None,Full,Moderate
Gondwadi,GP Pati,Niwas,Dindori,Yes,Boundary segment 2121,No,Khasra 434,Bhilapur,No,Rare,Tendu Leaves,57.48,Good,Yes,Medium,None,Full,Good
Korku Pada,GP Pati,Pati,Barwani,No,Boundary segment 2122,Yes,Khasra 491,Sheopur Pada,Yes,Quarterly,Multiple,11.79,Good,Yes,Low,Full,Partial,Poor
Gondwadi,GP Pushparajgarh,Niwas,Jhabua,Yes,Boundary segment 2123,Yes,Khasra 20,Sheopur Pada,Yes,Rare,Honey,16.6,Degraded,No,Low,Partial,Full,Good
Alirajpur Falia,GP Pushparajgarh,Ghughri,Jhabua,Yes,Boundary segment 2124,No,Khasra 421,Korku Pada,No,Rare,Mahua,56.23,Degraded,Yes,Low,Partial,Partial,Poor
Alirajpur Falia,GP Pushparajgarh,Niwas,Umaria,Yes,Boundary segment 2125,No,Khasra 143,Sheopur Pada,Yes,Monthly,Multiple,39.35,Good,No,High,Partial,None,Poor
Sheopur Pada,GP Niwas,Niwas,Sheopur,Yes,Boundary segment 2126,Yes,Khasra 217,Mandla Pur,Yes,Monthly,Honey,56.1,Degraded,No,High,Partial,Partial,Poor
Korku Pada,GP Pati,Pali,Anuppur,No,Boundary segment 2127,No,Khasra 59,Baiga Chak,No,Monthly,Bamboo,58.7,Good,No,Medium,Full,Full,Poor
Bhilapur,GP Pati,Pali,Anuppur,No,Boundary segment 2128,No,Khasra 446,Jhabua Kheda,Yes,Quarterly,Bamboo,14.63,Moderate,Yes,Low,Partial,Partial,Poor
Sheopur Pada,GP Ghughri,Bajag,Dindori,Yes,Boundary segment 2129,No,Khasra 171,Alirajpur Falia,No,Rare,Bamboo,51.31,Good,No,Medium,None,Partial,Moderate
Baiga Chak,GP Pushparajgarh,Sendhwa,Jhabua,No,Boundary segment 2130,Yes,Khasra 341,Mandla Pur,Yes,Quarterly,Lac,6.59,Moderate,No,Medium,None,Partial,Poor
Dindori Gaon,GP Pushparajgarh,Bajag,Barwani,Yes,Boundary segment 2131,Yes,Khasra 152,Jhabua Kheda,No,Monthly,Mahua,30.29,Good,No,High,Full,Partial,Moderate
Dindori Gaon,GP Pati,Pali,Anuppur,Yes,Boundary segment 2132,No,Khasra 472,Baiga Chak,Yes,Monthly,Tendu Leaves,14.99,Degraded,Yes,High,Partial,Partial,Good
Baiga Chak,GP Bajag,Pati,Anuppur,No,Boundary segment 2133,No,Khasra 487,Gondwadi,Yes,Rare,Tendu Leaves,6.87,Degraded,Yes,High,Full,Partial,Good
Baiga Chak,GP Bajag,Bajag,Umaria,No,Boundary segment 2134,Yes,Khasra 230,Korku Pada,No,Monthly,Bamboo,53.25,Degraded,Yes,Low,Partial,Full,Poor
Korku Pada,GP Ghughri,Sendhwa,Umaria,No,Boundary segment 2135,Yes,Khasra 340,Bhilapur,Yes,Quarterly,Lac,2.11,Good,Yes,Medium,Partial,None,Good
Korku Pada,GP Pushparajgarh,Pali,Sheopur,No,Boundary segment 2136,Yes,Khasra 165,Dindori Gaon,No,Monthly,Bamboo,4.31,Moderate,No,Low,None,Full,Poor
Gondwadi,GP Pushparajgarh,Sendhwa,Mandla,No,Boundary segment 2137,Yes,Khasra 109,Alirajpur Falia,Yes,Quarterly,Honey,49.16,Moderate,Yes,High,None,Partial,Moderate
Korku Pada,GP Ghughri,Pali,Jhabua,Yes,Boundary segment 2138,No,Khasra 384,Barwani Tola,Yes,Monthly,Bamboo,25.26,Degraded,Yes,Medium,Full,Full,Moderate
Barwani Tola,GP Ghughri,Jobat,Alirajpur,No,Boundary segment 2139,No,Khasra 220,Baiga Chak,Yes,Monthly,Honey,50.94,Degraded,No,High,None,Partial,Poor
Dindori Gaon,GP Bajag,Sendhwa,Jhabua,Yes,Boundary segment 2140,No,Khasra 339,Sheopur Pada,Yes,Monthly,Lac,23.43,Good,No,Low,Partial,Full,Poor
Korku Pada,GP Bajag,Pati,Umaria,Yes,Boundary segment 2141,Yes,Khasra 451,Gondwadi,Yes,Quarterly,Honey,17.49,Moderate,No,Medium,None,None,Poor
Baiga Chak,GP Ghughri,Pali,Dindori,Yes,Boundary segment 2142,Yes,Khasra 217,Sheopur Pada,No,Rare,Honey,31.3,Degraded,Yes,High,Full,None,Good
Jhabua Kheda,GP Pushparajgarh,Bajag,Alirajpur,Yes,Boundary segment 2143,Yes,Khasra 162,Barwani Tola,No,Rare,Mahua,31.75,Good,No,Medium,Partial,None,Moderate
Mandla Pur,GP Ghughri,Pali,Alirajpur,Yes,Boundary segment 2144,No,Khasra 184,Gondwadi,No,Quarterly,Honey,79.57,Good,No,Low,Partial,None,Good
Alirajpur Falia,GP Pushparajgarh,Pali,Mandla,No,Boundary segment 2145,No,Khasra 312,Korku Pada,Yes,Rare,Bamboo,25.2,Good,Yes,Low,None,Full,Poor
Mandla Pur,GP Ghughri,Niwas,Umaria,No,Boundary segment 2146,No,Khasra 21,Dindori Gaon,Yes,Monthly,Bamboo,55.97,Moderate,No,Low,Full,Full,Poor
Alirajpur Falia,GP Bajag,Sendhwa,Anuppur,No,Boundary segment 2147,No,Khasra 9,Alirajpur Falia,Yes,Rare,Tendu Leaves,66.56,Moderate,Yes,Medium,None,None,Poor
Barwani Tola,GP Jobat,Pali,Mandla,Yes,Boundary segment 2148,Yes,Khasra 490,Barwani Tola,Yes,Rare,Bamboo,70.09,Moderate,Yes,High,Full,Partial,Poor
Dindori Gaon,GP Pushparajgarh,Niwas,Mandla,Yes,Boundary segment 2149,Yes,Khasra 57,Sheopur Pada,Yes,Quarterly,Tendu Leaves,7.21,Moderate,Yes,High,Full,Partial,Moderate
Barwani Tola,GP Pushparajgarh,Ghughri,Umaria,No,Boundary segment 2150,Yes,Khasra 442,Mandla Pur,Yes,Quarterly,Honey,75.61,Degraded,Yes,Low,Partial,Partial,Good
Korku Pada,GP Ghughri,Niwas,Anuppur,Yes,Boundary segment 2151,No,Khasra 239,Sheopur Pada,No,Quarterly,Lac,7.45,Moderate,Yes,Medium,Full,Full,Moderate
Bhilapur,GP Niwas,Jobat,Sheopur,No,Boundary segment 2152,No,Khasra 62,Dindori Gaon,Yes,Quarterly,Tendu Leaves,16.2,Degraded,No,High,Partial,Partial,Good
Jhabua Kheda,GP Jobat,Sendhwa,Barwani,No,Boundary segment 2153,Yes,Khasra 65,Dindori Gaon,No,Monthly,Multiple,77.41,Moderate,No,Medium,Full,None,Good
Sheopur Pada,GP Pushparajgarh,Sendhwa,Dindori,Yes,Boundary segment 2154,Yes,Khasra 458,Bhilapur,No,Quarterly,Mahua,58.26,Degraded,Yes,Low,None,None,Moderate
Bhilapur,GP Bajag,Niwas,Barwani,No,Boundary segment 2155,No,Khasra 90,Barwani Tola,No,Quarterly,Tendu Leaves,18.47,Moderate,Yes,High,Full,Full,Good
Bhilapur,GP Pati,Sendhwa,Umaria,No,Boundary segment 2156,Yes,Khasra 178,Mandla Pur,No,Monthly,Tendu Leaves,13.68,Degraded,Yes,High,None,None,Good
Jhabua Kheda,GP Pushparajgarh,Sendhwa,Mandla,Yes,Boundary segment 2157,No,Khasra 203,Barwani Tola,Yes,Monthly,Bamboo,1.46,Degraded,No,High,None,Full,Poor
Gondwadi,GP Ghughri,Sendhwa,Sheopur,Yes,Boundary segment 2158,No,Khasra 479,Alirajpur Falia,Yes,Quarterly,Multiple,21.67,Moderate,Yes,Low,Full,Partial,Good
Jhabua Kheda,GP Bajag,Sendhwa,Umaria,No,Boundary segment 2159,No,Khasra 306,Alirajpur Falia,No,Monthly,Bamboo,60.72,Degraded,Yes,Low,Full,Partial,Moderate
Mandla Pur,GP Pati,Pati,Mandla,Yes,Boundary segment 2160,No,Khasra 367,Korku Pada,No,Rare,Mahua,64.77,Good,No,Medium,Full,Full,Poor
Dindori Gaon,GP Niwas,Sendhwa,Sheopur,Yes,Boundary segment 2161,No,Khasra 277,Sheopur Pada,No,Monthly,Tendu Leaves,54.88,Degraded,No,High,None,Full,Poor
Bhilapur,GP Pushparajgarh,Ghughri,Umaria,No,Boundary segment 2162,No,Khasra 43,Bhilapur,No,Monthly,Lac,74.52,Degraded,Yes,Medium,Full,Full,Poor
Gondwadi,GP Pushparajgarh,Bajag,Sheopur,No,Boundary segment 2163,No,Khasra 24,Alirajpur Falia,No,Rare,Lac,69.63,Moderate,Yes,Medium,Full,None,Moderate
Bhilapur,GP Jobat,Pali,Alirajpur,No,Boundary segment 2164,Yes,Khasra 309,Barwani Tola,No,Quarterly,Mahua,24.5,Good,Yes,High,Full,None,Moderate
Alirajpur Falia,GP Bajag,Sendhwa,Alirajpur,Yes,Boundary segment 2165,No,Khasra 268,Jhabua Kheda,Yes,Rare,Tendu Leaves,6.16,Degraded,No,High,None,Full,Poor
Bhilapur,GP Ghughri,Sendhwa,Anuppur,No,Boundary segment 2166,Yes,Khasra 361,Dindori Gaon,No,Monthly,Honey,66.56,Degraded,No,Medium,Partial,Full,Poor
Gondwadi,GP Ghughri,Sendhwa,Dindori,No,Boundary segment 2167,Yes,Khasra 452,Bhilapur,No,Rare,Bamboo,24.55,Degraded,No,Medium,None,None,Poor
Mandla Pur,GP Ghughri,Sendhwa,Barwani,No,Boundary segment 2168,No,Khasra 179,Jhabua Kheda,Yes,Monthly,Honey,50.42,Moderate,No,High,Full,None,Poor
Bhilapur,GP Niwas,Sendhwa,Jhabua,Yes,Boundary segment 2169,Yes,Khasra 405,Korku Pada,Yes,Quarterly,Bamboo,18.43,Moderate,Yes,High,Partial,Partial,Moderate
Alirajpur Falia,GP Bajag,Ghughri,Anuppur,Yes,Boundary segment 2170,Yes,Khasra 291,Alirajpur Falia,Yes,Quarterly,Lac,63,Good,No,High,Partial,Full,Poor
Korku Pada,GP Bajag,Bajag,Jhabua,Yes,Boundary segment 2171,Yes,Khasra 377,Mandla Pur,Yes,Rare,Lac,36.03,Degraded,Yes,Medium,Full,Partial,Moderate
Barwani Tola,GP Niwas,Pati,Sheopur,Yes,Boundary segment 2172,No,Khasra 194,Alirajpur Falia,No,Monthly,Bamboo,1.37,Good,No,High,Full,Full,Moderate
Gondwadi,GP Jobat,Sendhwa,Jhabua,Yes,Boundary segment 2173,Yes,Khasra 461,Baiga Chak,No,Quarterly,Tendu Leaves,16.62,Good,Yes,High,Partial,None,Good
Sheopur Pada,GP Pati,Niwas,Umaria,No,Boundary segment 2174,Yes,Khasra 74,Baiga Chak,No,Quarterly,Multiple,43.23,Good,No,Medium,None,None,Good
Barwani Tola,GP Bajag,Ghughri,Sheopur,No,Boundary segment 2175,Yes,Khasra 28,Alirajpur Falia,Yes,Rare,Bamboo,69.47,Moderate,No,High,Full,Full,Moderate
Baiga Chak,GP Bajag,Jobat,Umaria,No,Boundary segment 2176,No,Khasra 93,Alirajpur Falia,Yes,Rare,Honey,47.77,Good,Yes,Medium,Partial,Partial,Poor
Dindori Gaon,GP Ghughri,Pali,Dindori,Yes,Boundary segment 2177,No,Khasra 444,Barwani Tola,Yes,Monthly,Lac,60.6,Good,No,Medium,Full,Partial,Good
Sheopur Pada,GP Pati,Niwas,Umaria,Yes,Boundary segment 2178,Yes,Khasra 101,Baiga Chak,No,Quarterly,Multiple,71.44,Moderate,No,Low,None,None,Poor
Dindori Gaon,GP Bajag,Pati,Barwani,No,Boundary segment 2179,Yes,Khasra 133,Mandla Pur,No,Rare,Multiple,1.62,Good,Yes,Medium,Full,Partial,Moderate
Barwani Tola,GP Ghughri,Pati,Mandla,Yes,Boundary segment 2180,Yes,Khasra 471,Alirajpur Falia,No,Monthly,Honey,4.26,Moderate,No,High,Full,Full,Good
Bhilapur,GP Jobat,Sendhwa,Umaria,Yes,Boundary segment 2181,No,Khasra 192,Korku Pada,No,Quarterly,Tendu Leaves,58.31,Good,Yes,High,Partial,None,Poor
Jhabua Kheda,GP Pati,Pali,Sheopur,Yes,Boundary segment 2182,No,Khasra 497,Baiga Chak,No,Monthly,Honey,33.07,Moderate,Yes,Low,None,Full,Poor
Korku Pada,GP Pati,Ghughri,Mandla,Yes,Boundary segment 2183,Yes,Khasra 447,Baiga Chak,Yes,Monthly,Honey,5.36,Moderate,No,High,Full,Partial,Good
Alirajpur Falia,GP Bajag,Pati,Barwani,No,Boundary segment 2184,No,Khasra 317,Sheopur Pada,Yes,Rare,Lac,54.84,Moderate,No,High,None,Partial,Moderate
Gondwadi,GP Niwas,Pati,Alirajpur,No,Boundary segment 2185,Yes,Khasra 94,Bhilapur,No,Monthly,Bamboo,66.57,Moderate,Yes,Low,Partial,None,Poor
Jhabua Kheda,GP Niwas,Pati,Mandla,No,Boundary segment 2186,No,Khasra 228,Korku Pada,No,Monthly,Mahua,68.77,Degraded,Yes,Medium,Partial,Partial,Poor
Sheopur Pada,GP Pati,Pati,Umaria,No,Boundary segment 2187,No,Khasra 271,Bhilapur,Yes,Rare,Multiple,79.16,Moderate,No,Low,Full,Partial,Good
Sheopur Pada,GP Bajag,Ghughri,Dindori,Yes,Boundary segment 2188,Yes,Khasra 468,Barwani Tola,Yes,Rare,Mahua,33.24,Moderate,Yes,Low,Partial,Partial,Good
Jhabua Kheda,GP Pushparajgarh,Pali,Anuppur,Yes,Boundary segment 2189,No,Khasra 24,Gondwadi,Yes,Monthly,Lac,17.37,Good,Yes,High,Partial,Full,Good
Mandla Pur,GP Pati,Jobat,Dindori,No,Boundary segment 2190,No,Khasra 208,Korku Pada,No,Quarterly,Honey,46.13,Degraded,No,Low,Partial,None,Good
Dindori Gaon,GP Jobat,Jobat,Umaria,Yes,Boundary segment 2191,No,Khasra 226,Korku Pada,No,Monthly,Tendu Leaves,43.29,Good,Yes,Low,Full,Full,Good
Baiga Chak,GP Jobat,Ghughri,Anuppur,No,Boundary segment 2192,Yes,Khasra 451,Alirajpur Falia,Yes,Monthly,Tendu Leaves,73.38,Degraded,No,Low,Full,Full,Poor
Dindori Gaon,GP Bajag,Ghughri,Jhabua,No,Boundary segment 2193,Yes,Khasra 154,Gondwadi,No,Rare,Multiple,2.24,Good,No,Low,Full,None,Moderate
Mandla Pur,GP Niwas,Bajag,Anuppur,Yes,Boundary segment 2194,Yes,Khasra 45,Barwani Tola,No,Monthly,Lac,13.27,Good,Yes,High,Full,None,Moderate
Bhilapur,GP Pati,Pali,Barwani,No,Boundary segment 2195,Yes,Khasra 160,Korku Pada,No,Quarterly,Tendu Leaves,78.73,Degraded,No,Low,None,None,Good
Bhilapur,GP Bajag,Pati,Anuppur,No,Boundary segment 2196,No,Khasra 329,Gondwadi,Yes,Rare,Honey,62.7,Degraded,No,Medium,None,Full,Moderate
Baiga Chak,GP Niwas,Pati,Alirajpur,Yes,Boundary segment 2197,Yes,Khasra 244,Dindori Gaon,Yes,Monthly,Mahua,20.05,Degraded,No,Medium,Partial,Partial,Moderate
Baiga Chak,GP Pushparajgarh,Jobat,Barwani,Yes,Boundary segment 2198,No,Khasra 496,Barwani Tola,Yes,Quarterly,Honey,43.3,Degraded,Yes,High,Partial,Partial,Moderate
Bhilapur,GP Pushparajgarh,Niwas,Mandla,No,Boundary segment 2199,Yes,Khasra 330,Jhabua Kheda,No,Monthly,Lac,33.25,Moderate,Yes,Low,Full,Partial,Poor
Alirajpur Falia,GP Ghughri,Bajag,Anuppur,No,Boundary segment 2200,No,Khasra 393,Jhabua Kheda,Yes,Monthly,Tendu Leaves,43.27,Good,No,Low,Full,Full,Good
Mandla Pur,GP Pushparajgarh,Pati,Anuppur,Yes,Boundary segment 2201,Yes,Khasra 372,Gondwadi,No,Quarterly,Honey,79.55,Good,Yes,Low,Full,Partial,Moderate
Barwani Tola,GP Ghughri,Niwas,Sheopur,No,Boundary segment 2202,Yes,Khasra 140,Mandla Pur,Yes,Monthly,Honey,33.4,Moderate,Yes,High,Full,None,Good
Korku Pada,GP Bajag,Ghughri,Anuppur,Yes,Boundary segment 2203,Yes,Khasra 422,Barwani Tola,No,Rare,Honey,56.34,Good,Yes,Low,None,Partial,Good
Alirajpur Falia,GP Bajag,Pati,Umaria,Yes,Boundary segment 2204,Yes,Khasra 286,Jhabua Kheda,Yes,Monthly,Tendu Leaves,56.84,Good,No,Medium,Partial,Partial,Good
Korku Pada,GP Pati,Sendhwa,Alirajpur,No,Boundary segment 2205,No,Khasra 164,Dindori Gaon,Yes,Quarterly,Lac,42.06,Good,No,Low,Full,Partial,Poor
Alirajpur Falia,GP Pati,Jobat,Barwani,No,Boundary segment 2206,Yes,Khasra 465,Gondwadi,Yes,Quarterly,Mahua,44.3,Degraded,No,Low,None,Full,Moderate
Dindori Gaon,GP Niwas,Pati,Jhabua,No,Boundary segment 2207,No,Khasra 423,Gondwadi,No,Rare,Honey,6.26,Degraded,Yes,Low,Full,None,Moderate
Baiga Chak,GP Pushparajgarh,Bajag,Alirajpur,No,Boundary segment 2208,No,Khasra 304,Barwani Tola,Yes,Quarterly,Lac,53.52,Moderate,No,High,Full,None,Poor
Jhabua Kheda,GP Pati,Pati,Sheopur,No,Boundary segment 2209,No,Khasra 319,Jhabua Kheda,No,Rare,Tendu Leaves,58.73,Moderate,No,Medium,Partial,Partial,Moderate
Baiga Chak,GP Bajag,Sendhwa,Jhabua,No,Boundary segment 2210,No,Khasra 310,Bhilapur,Yes,Quarterly,Lac,58.35,Moderate,Yes,High,Partial,Partial,Moderate
Barwani Tola,GP Pati,Jobat,Dindori,No,Boundary segment 2211,Yes,Khasra 381,Baiga Chak,Yes,Quarterly,Lac,73.91,Degraded,No,Low,Partial,Full,Poor
Mandla Pur,GP Niwas,Niwas,Sheopur,No,Boundary segment 2212,No,Khasra 432,Korku Pada,No,Monthly,Mahua,70.96,Good,No,High,Full,None,Good
Baiga Chak,GP Bajag,Niwas,Sheopur,Yes,Boundary segment 2213,Yes,Khasra 13,Gondwadi,Yes,Rare,Lac,61.08,Moderate,Yes,Low,Full,None,Good
Sheopur Pada,GP Ghughri,Sendhwa,Mandla,No,Boundary segment 2214,No,Khasra 121,Barwani Tola,Yes,Rare,Tendu Leaves,7.48,Moderate,No,Medium,None,Partial,Good
Jhabua Kheda,GP Niwas,Pali,Jhabua,Yes,Boundary segment 2215,Yes,Khasra 488,Mandla Pur,No,Rare,Multiple,4.5,Moderate,Yes,High,Full,None,Moderate
Baiga Chak,GP Bajag,Pali,Jhabua,Yes,Boundary segment 2216,Yes,Khasra 176,Barwani Tola,Yes,Quarterly,Lac,19.64,Moderate,No,Low,Partial,None,Moderate
Dindori Gaon,GP Niwas,Pali,Barwani,No,Boundary segment 2217,Yes,Khasra 270,Jhabua Kheda,No,Rare,Bamboo,2.28,Moderate,Yes,Medium,None,Partial,Poor
Sheopur Pada,GP Ghughri,Bajag,Umaria,Yes,Boundary segment 2218,Yes,Khasra 416,Jhabua Kheda,Yes,Monthly,Bamboo,54.31,Moderate,Yes,High,Partial,Partial,Poor
Dindori Gaon,GP Bajag,Ghughri,Anuppur,Yes,Boundary segment 2219,No,Khasra 182,Dindori Gaon,Yes,Quarterly,Tendu Leaves,19.35,Good,Yes,Low,Partial,Partial,Poor
Jhabua Kheda,GP Jobat,Pali,Alirajpur,Yes,Boundary segment 2220,Yes,Khasra 224,Dindori Gaon,No,Rare,Bamboo,16.85,Moderate,No,High,None,Full,Moderate
Dindori Gaon,GP Pati,Bajag,Anuppur,No,Boundary segment 2221,Yes,Khasra 405,Baiga Chak,Yes,Rare,Multiple,50.99,Moderate,Yes,Medium,None,Full,Moderate
Dindori Gaon,GP Pati,Pati,Barwani,Yes,Boundary segment 2222,Yes,Khasra 391,Dindori Gaon,Yes,Rare,Mahua,71.75,Moderate,No,Medium,Partial,Partial,Good
Barwani Tola,GP Ghughri,Ghughri,Umaria,Yes,Boundary segment 2223,No,Khasra 248,Gondwadi,Yes,Rare,Tendu Leaves,42.49,Good,No,High,None,None,Poor
Barwani Tola,GP Niwas,Bajag,Mandla,Yes,Boundary segment 2224,Yes,Khasra 369,Sheopur Pada,No,Quarterly,Tendu Leaves,30.61,Degraded,Yes,Low,Partial,Partial,Poor
Mandla Pur,GP Ghughri,Bajag,Umaria,Yes,Boundary segment 2225,Yes,Khasra 121,Bhilapur,No,Monthly,Tendu Leaves,27.5,Moderate,Yes,High,Partial,Full,Good
Mandla Pur,GP Niwas,Jobat,Jhabua,No,Boundary segment 2226,No,Khasra 50,Barwani Tola,Yes,Rare,Lac,2.81,Moderate,No,Low,None,None,Moderate
Sheopur Pada,GP Pushparajgarh,Pali,Anuppur,No,Boundary segment 2227,Yes,Khasra 313,Barwani Tola,No,Rare,Bamboo,6.98,Good,Yes,Low,Full,Full,Good
Gondwadi,GP Pati,Sendhwa,Dindori,No,Boundary segment 2228,No,Khasra 273,Baiga Chak,No,Monthly,Lac,33.84,Moderate,No,Low,Partial,None,Moderate
Jhabua Kheda,GP Pushparajgarh,Pali,Jhabua,Yes,Boundary segment 2229,No,Khasra 50,Baiga Chak,No,Rare,Mahua,70.12,Degraded,Yes,High,Full,Partial,Poor
Mandla Pur,GP Pushparajgarh,Niwas,Alirajpur,No,Boundary segment 2230,No,Khasra 422,Alirajpur Falia,No,Rare,Multiple,31.85,Degraded,No,Medium,Full,None,Poor
Gondwadi,GP Bajag,Pali,Jhabua,Yes,Boundary segment 2231,No,Khasra 416,Bhilapur,No,Quarterly,Bamboo,54.92,Good,No,Low,None,None,Good
Dindori Gaon,GP Pati,Jobat,Dindori,Yes,Boundary segment 2232,No,Khasra 239,Mandla Pur,No,Rare,Tendu Leaves,50.95,Degraded,No,High,Partial,None,Poor
Bhilapur,GP Pushparajgarh,Ghughri,Sheopur,No,Boundary segment 2233,No,Khasra 436,Bhilapur,No,Quarterly,Honey,60.63,Moderate,No,Medium,Partial,Full,Good
Jhabua Kheda,GP Bajag,Pali,Anuppur,No,Boundary segment 2234,No,Khasra 150,Korku Pada,Yes,Quarterly,Honey,11.47,Moderate,Yes,High,Partial,None,Moderate
Sheopur Pada,GP Pushparajgarh,Pati,Jhabua,Yes,Boundary segment 2235,No,Khasra 148,Dindori Gaon,No,Monthly,Honey,57.03,Good,Yes,Low,Partial,Full,Poor
Barwani Tola,GP Niwas,Sendhwa,Alirajpur,Yes,Boundary segment 2236,Yes,Khasra 456,Jhabua Kheda,No,Quarterly,Multiple,71.6,Good,No,Low,Full,Full,Moderate
Jhabua Kheda,GP Ghughri,Pati,Barwani,Yes,Boundary segment 2237,Yes,Khasra 50,Alirajpur Falia,Yes,Quarterly,Tendu Leaves,34.68,Good,Yes,Low,Partial,None,Good
Korku Pada,GP Ghughri,Ghughri,Mandla,No,Boundary segment 2238,Yes,Khasra 81,Baiga Chak,No,Rare,Mahua,68.51,Degraded,Yes,Low,Full,Partial,Poor
Barwani Tola,GP Ghughri,Niwas,Alirajpur,No,Boundary segment 2239,No,Khasra 463,Sheopur Pada,Yes,Rare,Tendu Leaves,41.95,Moderate,No,Low,Full,Full,Poor
Gondwadi,GP Pushparajgarh,Bajag,Alirajpur,Yes,Boundary segment 2240,Yes,Khasra 41,Baiga Chak,No,Rare,Lac,68.4,Moderate,No,Medium,None,Partial,Poor
Gondwadi,GP Ghughri,Pali,Dindori,Yes,Boundary segment 2241,No,Khasra 332,Alirajpur Falia,Yes,Monthly,Honey,28.59,Good,No,High,None,None,Good
Barwani Tola,GP Niwas,Pati,Dindori,No,Boundary segment 2242,Yes,Khasra 105,Mandla Pur,No,Rare,Honey,20.74,Degraded,No,Low,Partial,None,Good
Sheopur Pada,GP Jobat,Niwas,Barwani,No,Boundary segment 2243,No,Khasra 21,Alirajpur Falia,No,Rare,Mahua,25.14,Moderate,Yes,Low,Partial,None,Good
